Sb,Sd,Added,Strain
1.1131055072,2.3296106588,1.2165051516,Str7
1.2103532185,2.037220653,0.8268674345,Str7
0.9540845554,1.9832817146,1.0291971591,Str7
0.8275028753,1.5449956257,0.7174927503,Str7
0.781428883,2.221364106,1.4399352231,Str7
1.1579857849,1.9695199023,0.8115341174,Str7
0.9911682666,1.827210835,0.8360425685,Str7
0.99659631,2.1299742319,1.1333779219,Str7
1.0598272672,1.9558320432,0.896004776,Str7
1.0345506592,2.0028356493,0.96828499,Str7
0.7657223171,1.8077821172,1.0420598,Str7
0.8080238989,1.7104643978,0.902440499,Str7
0.7854434477,1.8878454351,1.1024019874,Str7
0.8826038443,1.7371917327,0.8545878883,Str7
0.9152407804,2.4343225475,1.5190817672,Str7
1.260097288,2.1358220684,0.8757247804,Str7
1.2050848083,2.6566705127,1.4515857043,Str7
1.4331474012,2.152109247,0.7189618458,Str7
1.1164696629,1.6407413851,0.5242717221,Str7
0.8041442739,1.708166802,0.9040225281,Str7
0.9649603817,1.8268139706,0.8618535889,Str7
1.1106682753,1.9686021726,0.8579338973,Str7
0.8374746945,2.1781402405,1.3406655459,Str7
1.1137936208,1.8816439009,0.7678502801,Str7
0.7256795235,2.3352574663,1.6095779429,Str7
0.9771691211,1.8961424905,0.9189733694,Str7
0.8795993757,2.0035526533,1.1239532775,Str7
0.7271324276,1.7225375324,0.9954051048,Str7
0.990201043,2.6234770111,1.6332759681,Str7
0.7348427737,1.8465327247,1.111689951,Str7
1.2964035913,2.2749404664,0.9785368752,Str7
0.9845949138,1.8293035379,0.844708624,Str7
0.8093043662,1.6942582586,0.8849538924,Str7
0.9155351338,1.6951042562,0.7795691224,Str7
0.8171797988,2.1868583249,1.3696785261,Str7
0.9953463143,1.9519404834,0.9565941691,Str7
1.0870653103,1.9999028838,0.9128375735,Str7
0.9326154586,2.114977084,1.1823616254,Str7
0.8709582079,2.3648297948,1.4938715869,Str7
1.1448838763,1.9837181195,0.8388342432,Str7
1.1142589963,1.725597284,0.6113382877,Str7
0.8267128663,2.3676949901,1.5409821237,Str7
1.2200402508,2.2709519214,1.0509116707,Str7
1.2183122784,1.9867803327,0.7684680542,Str7
1.0061742095,2.0328121264,1.0266379169,Str7
1.5093430678,2.4057870886,0.8964440208,Str7
0.9832329316,1.8723288598,0.8890959282,Str7
0.9655864871,1.9458050086,0.9802185215,Str7
1.1170006706,2.1985787543,1.0815780838,Str7
1.2420275499,1.9477044032,0.7056768532,Str7
0.8663221956,1.7827247739,0.9164025783,Str7
0.8127046438,1.7264594443,0.9137548005,Str7
0.7531616446,1.7967464124,1.0435847678,Str7
1.0081075454,2.8060168439,1.7979092985,Str7
1.2507968524,2.4932558113,1.2424589589,Str7
1.0574464975,2.7720780581,1.7146315607,Str7
1.0743372007,2.3491707141,1.2748335134,Str7
1.1844050766,2.3554794883,1.1710744116,Str7
1.1964521631,2.3203492842,1.1238971211,Str7
0.7929296217,2.2524479866,1.4595183649,Str7
1.1269022038,2.055528062,0.9286258582,Str7
0.9627409225,2.1442457111,1.1815047886,Str7
1.1222975861,2.2395279742,1.1172303881,Str7
0.8803697184,2.1429046191,1.2625349007,Str7
0.9884721115,1.9921011164,1.0036290049,Str7
1.0456429725,2.2020955743,1.1564526018,Str7
0.8976269444,2.1042311964,1.2066042521,Str7
0.9676515603,1.9649804026,0.9973288423,Str7
0.9071708783,1.9906567882,1.0834859098,Str7
0.8651578515,1.9186421773,1.0534843258,Str7
0.7218327816,1.7325483778,1.0107155962,Str7
0.9084512137,1.8090687426,0.9006175289,Str7
1.0916046463,2.2312938415,1.1396891952,Str7
1.0766644998,2.0849326138,1.008268114,Str7
1.223158418,2.05670702,0.833548602,Str7
0.6740809103,1.8945186269,1.2204377166,Str7
1.0662373796,1.9335346316,0.867297252,Str7
0.9960407089,2.2448131834,1.2487724745,Str7
1.0417309815,2.1042323195,1.0625013379,Str7
1.2229737575,2.2182024173,0.9952286598,Str7
0.9630024572,2.2142017607,1.2511993035,Str7
1.0627765275,1.9677759876,0.9049994601,Str7
1.1479496346,2.2950759166,1.1471262821,Str7
1.1831672031,2.1035599823,0.9203927792,Str7
1.1784607386,2.1142764556,0.935815717,Str7
1.0608004042,2.0331962164,0.9723958122,Str7
1.052902528,1.7437341276,0.6908315996,Str7
0.9980497212,1.9052653354,0.9072156142,Str7
1.2198413772,2.5075271304,1.2876857532,Str7
1.4542463979,2.6612207507,1.2069743529,Str7
1.4481333114,2.1886588904,0.7405255791,Str7
1.1767261228,1.9251562692,0.7484301464,Str7
0.9043544401,2.2625079832,1.3581535431,Str7
1.093780026,1.895177293,0.801397267,Str7
0.8724602479,1.8487103571,0.9762501092,Str7
1.3505944493,1.9304099107,0.5798154614,Str7
1.4824361053,2.6352598538,1.1528237484,Str7
1.2675585553,2.1155037824,0.8479452271,Str7
0.7652055739,2.0553644169,1.290158843,Str7
1.0008607058,2.2000459454,1.1991852396,Str7
1.1624003229,2.3209943565,1.1585940336,Str7
1.1295405721,2.1300220566,1.0004814845,Str7
0.8046791374,1.5242274804,0.719548343,Str7
1.2031871143,2.1147099606,0.9115228462,Str7
1.1163580434,2.5529413536,1.4365833102,Str7
1.4873796149,2.3598185113,0.8724388965,Str7
1.2385296356,1.9074548609,0.6689252253,Str7
1.1663635052,2.4601548354,1.2937913302,Str7
1.3452372829,2.0851092276,0.7398719447,Str7
1.0004406334,2.036630424,1.0361897906,Str7
0.9614206676,2.51003511,1.5486144424,Str7
1.228590458,2.2434968818,1.0149064238,Str7
1.1053633281,2.1691224682,1.06375914,Str7
1.1343573994,1.748134338,0.6137769386,Str7
0.8281087218,2.0640662134,1.2359574916,Str7
0.779904402,2.1954535412,1.4155491393,Str7
0.9350140451,1.94686055,1.0118465049,Str7
0.9212653919,1.7632864464,0.8420210545,Str7
1.0819360485,2.3250962657,1.2431602172,Str7
1.1246892524,2.0051809925,0.8804917401,Str7
0.9214309167,1.9575394644,1.0361085477,Str7
1.0444043056,2.4753301948,1.4309258892,Str7
0.8398651733,1.7555524567,0.9156872834,Str7
0.8000503493,1.6758191706,0.8757688213,Str7
0.8901995448,1.8129314905,0.9227319457,Str7
0.806491902,2.1019115325,1.2954196305,Str7
1.0798863883,1.8672211571,0.7873347688,Str7
0.8541570895,1.8965275146,1.0423704251,Str7
1.0393034084,2.0440084966,1.0047050882,Str7
0.9706795597,1.8528741726,0.8821946129,Str7
0.8287509696,2.2963135476,1.4675625779,Str7
1.0795855558,2.0698496934,0.9902641376,Str7
1.0510617186,1.9090111941,0.8579494755,Str7
0.8275596099,1.9055005902,1.0779409803,Str7
0.8122190359,2.6720353192,1.8598162833,Str7
1.3464593292,2.0653454833,0.7188861541,Str7
1.0240893454,1.9656501997,0.9415608543,Str7
1.0695584399,2.5279464975,1.4583880576,Str7
0.8847492729,2.0752758479,1.190526575,Str7
0.9703217077,2.2790114429,1.3086897352,Str7
1.1393600294,1.9289087868,0.7895487574,Str7
0.8853622769,1.9794114418,1.0940491649,Str7
0.9077095952,1.567570012,0.6598604168,Str7
1.0740486238,2.362628991,1.2885803672,Str7
1.0417493016,2.1688359529,1.1270866513,Str7
0.9603340025,2.1453960335,1.185062031,Str7
0.9777452172,1.8771470577,0.8994018405,Str7
0.7353812204,1.8749925479,1.1396113274,Str7
0.9554212958,2.0171684909,1.0617471952,Str7
0.8716385844,2.0236727803,1.152034196,Str7
0.9943260628,2.0481697015,1.0538436387,Str7
1.0225278049,1.8373963489,0.814868544,Str7
0.8478222566,1.9990264574,1.1512042008,Str7
1.1660418506,2.7564243541,1.5903825035,Str7
1.6046741413,2.87303495,1.2683608087,Str7
1.5026597266,2.4233507878,0.9206910612,Str7
1.2877913468,1.8576655954,0.5698742486,Str7
0.922425285,1.7939917478,0.8715664627,Str7
0.9385541225,1.7462408754,0.807686753,Str7
0.9926026771,2.2714804484,1.2788777713,Str7
1.37721733,2.2476133114,0.8703959814,Str7
1.1505829018,2.0433745032,0.8927916015,Str7
1.038649437,1.7839983691,0.7453489321,Str7
1.1362699608,2.0198393654,0.8835694046,Str7
1.1638710845,2.1499799185,0.9861088339,Str7
1.1492795332,2.1388324729,0.9895529397,Str7
1.1584068863,2.2504196733,1.092012787,Str7
0.8982252956,1.5932701036,0.695044808,Str7
0.9302846661,1.9479284293,1.0176437632,Str7
1.0787173784,1.9353745154,0.856657137,Str7
1.0081570364,2.2612167205,1.253059684,Str7
1.17363966,2.0498445508,0.8762048908,Str7
0.8006750294,1.8208911888,1.0202161594,Str7
0.8743564367,1.746875778,0.8725193413,Str7
0.8456420605,1.6358263203,0.7901842598,Str7
0.696877964,2.7485422548,2.0516642908,Str7
1.4604043844,2.190061265,0.7296568806,Str7
1.0800530535,2.0360401867,0.9559871331,Str7
0.9868542899,2.3559132513,1.3690589614,Str7
0.9094290813,1.7993636012,0.8899345199,Str7
0.8623560703,2.4162388115,1.5538827412,Str7
1.0048903826,1.8997231064,0.8948327238,Str7
0.8121338013,1.7998800938,0.9877462925,Str7
0.9083578557,2.2489863134,1.3406284577,Str7
0.9431827623,2.0248320401,1.0816492778,Str7
1.0165091244,2.0851939505,1.0686848261,Str7
1.1849188795,2.1909659802,1.0060471007,Str7
0.9767072745,1.8751273178,0.8984200433,Str7
1.1175169315,2.5822014309,1.4646844994,Str7
1.2998924011,2.224931462,0.925039061,Str7
0.8490938394,1.9061633158,1.0570694764,Str7
0.808161358,2.5174239063,1.7092625483,Str7
1.2719082078,2.3127846304,1.0408764226,Str7
0.8825265855,1.8251395578,0.9426129723,Str7
0.8242193809,1.9378484192,1.1136290383,Str7
1.0073901627,2.3810709298,1.3736807671,Str7
1.0977990563,2.1101153849,1.0123163286,Str7
0.9526812771,2.0070919229,1.0544106458,Str7
0.9754711314,1.804099183,0.8286280516,Str7
1.0052537523,1.7813147711,0.7760610188,Str7
0.9879119216,1.685974684,0.6980627624,Str7
0.7727002781,1.9168032937,1.1441030156,Str7
0.8787026605,1.9357443598,1.0570416994,Str7
0.8782366688,2.3183218124,1.4400851435,Str7
1.2199211399,2.4352823499,1.21536121,Str7
1.0084131175,2.2882860853,1.2798729678,Str7
1.1158878058,2.2167067287,1.1008189229,Str7
1.1599476023,2.1395662529,0.9796186505,Str7
1.0398694434,1.9257038452,0.8858344018,Str7
1.1121510325,2.4907163592,1.3785653267,Str7
1.3406563476,2.2844805134,0.9438241658,Str7
1.2299742773,2.0749535495,0.8449792722,Str7
1.080084836,1.9965502253,0.9164653893,Str7
1.005707768,1.8827599185,0.8770521505,Str7
0.8840620599,1.6207155158,0.7366534559,Str7
0.7159507416,1.6854071828,0.9694564412,Str7
0.7301260066,1.7456097014,1.0154836948,Str7
0.9073383754,1.9277236872,1.0203853118,Str7
1.0121200564,1.8321984743,0.8200784179,Str7
0.7990691502,1.9424929478,1.1434237976,Str7
0.9828909421,1.7130133347,0.7301223926,Str7
0.9250648165,2.1529402716,1.2278754551,Str7
1.2452051325,2.0421994,0.7969942676,Str7
1.0338820203,1.9603607846,0.9264787643,Str7
0.9217224118,1.822805442,0.9010830301,Str7
0.8435008756,1.4816600855,0.6381592099,Str7
0.7598264625,1.9851104679,1.2252840053,Str7
1.1340394324,2.063323928,0.9292844956,Str7
1.0915165025,1.8450766126,0.75356011,Str7
0.9194692123,1.900973546,0.9815043336,Str7
0.9600440831,2.0206938089,1.0606497258,Str7
1.2450389628,2.3051594691,1.0601205063,Str7
1.2947645919,2.6038158017,1.3090512098,Str7
1.1725374064,2.2568197143,1.0842823079,Str7
1.2722265545,2.0382770123,0.7660504578,Str7
0.8897863178,1.7952817848,0.905495467,Str7
0.8403934274,2.3252542805,1.4848608531,Str7
1.1735695928,2.187444947,1.0138753542,Str7
0.9841914197,2.0025563952,1.0183649755,Str7
0.8276507893,2.0869184817,1.2592676923,Str7
0.9942732961,1.957289224,0.9630159279,Str7
0.7709160734,2.0239477988,1.2530317254,Str7
1.0377621804,2.0919434467,1.0541812663,Str7
1.0090521325,2.1797441173,1.1706919849,Str7
1.1371277775,1.8856077519,0.7484799744,Str7
0.7779760986,2.0889111046,1.310935006,Str7
1.1261170685,1.7266589472,0.6005418788,Str7
0.915954438,1.959548437,1.043593999,Str7
0.9750341232,1.8621984581,0.8871643349,Str7
1.2150197635,2.2510647624,1.0360449989,Str7
1.1303248941,2.2243066256,1.0939817314,Str7
1.1827386157,1.7876582289,0.6049196132,Str7
0.9174365561,2.1065078286,1.1890712725,Str7
1.1075697716,2.4263657533,1.3187959817,Str7
1.2156817773,1.9236330424,0.7079512651,Str7
0.6188732815,1.8992317589,1.2803584774,Str7
1.1000605887,2.1490044478,1.0489438591,Str7
1.0377924269,2.1190163559,1.081223929,Str7
1.0493726631,1.8005373176,0.7511646545,Str7
0.8695299295,1.8346749881,0.9651450586,Str7
0.7984642391,1.7752982444,0.9768340052,Str7
1.0554246489,2.3651387628,1.3097141138,Str7
1.1977109392,2.0183371875,0.8206262484,Str7
1.0087638417,1.8867178061,0.8779539643,Str7
1.062570271,2.2094055642,1.1468352932,Str7
1.1908939263,2.6680703187,1.4771763924,Str7
0.8713134808,2.0524718887,1.1811584079,Str7
1.2413186725,1.9679820772,0.7266634047,Str7
0.9668734677,1.928431301,0.9615578333,Str7
0.9738512618,1.7597107881,0.7858595263,Str7
0.8771529214,2.2356752102,1.3585222888,Str7
0.9695779276,2.1588357409,1.1892578133,Str7
0.6629025126,2.0275346379,1.3646321254,Str7
0.9611854237,2.2179473466,1.2567619229,Str7
1.0206780078,1.8944383568,0.873760349,Str7
0.9589571166,2.1251966132,1.1662394965,Str7
1.0319985423,1.9680724055,0.9360738632,Str7
0.8172031826,2.225610492,1.4084073094,Str7
0.9047225312,2.1616248501,1.2569023189,Str7
1.2221864699,2.327780273,1.1055938031,Str7
1.1391254021,1.8470110563,0.7078856542,Str7
1.2155529081,2.6506180602,1.4350651521,Str7
1.6295445098,2.4362096725,0.8066651627,Str7
1.1950918124,1.9506029508,0.7555111384,Str7
0.8114577121,1.9466933582,1.1352356461,Str7
0.9963244517,1.9996533072,1.0033288555,Str7
0.7962624886,2.2112836815,1.4150211929,Str7
0.9617473728,1.8223707484,0.8606233756,Str7
0.9914328699,2.2454102407,1.2539773707,Str7
0.9469597917,2.203107701,1.2561479094,Str7
1.2230943525,2.3120572136,1.088962861,Str7
0.993610805,1.7481306993,0.7545198942,Str7
0.946408904,1.8412590194,0.8948501154,Str7
0.8224770627,1.982230821,1.1597537583,Str7
0.9103842874,2.1352522101,1.2248679227,Str7
0.8989510349,2.4032343988,1.5042833639,Str7
1.0821500809,2.298427459,1.2162773781,Str7
1.2679345218,2.2934715491,1.0255370273,Str7
1.5904311142,2.7503973734,1.1599662592,Str7
1.4371596814,2.2376238162,0.8004641348,Str7
1.1487754288,2.3716227969,1.2228473681,Str7
1.2050530494,2.2559245006,1.0508714511,Str7
0.7892382512,1.7933315109,1.0040932597,Str7
0.8453677072,1.8811829478,1.0358152406,Str7
0.8119079222,2.2540068769,1.4420989547,Str7
1.0991068706,2.2926337852,1.1935269146,Str7
0.9359151414,2.237790627,1.3018754856,Str7
1.0645086205,2.6422708956,1.5777622751,Str7
1.3568168304,2.1666705579,0.8098537276,Str7
0.909377001,2.0417840862,1.1324070852,Str7
0.9680803792,1.7493189461,0.7812385669,Str7
0.7239208053,2.2533067958,1.5293859904,Str7
0.9738732407,2.1215501891,1.1476769484,Str7
0.8187209147,2.1024080384,1.2836871237,Str7
0.9535568083,1.734172588,0.7806157797,Str7
0.8292439496,1.9013823465,1.0721383969,Str7
0.996128317,2.1395589929,1.1434306759,Str7
0.7805367878,1.8162725559,1.0357357681,Str7
1.0804446413,2.3173650601,1.2369204188,Str7
0.7319036761,1.4837065269,0.7518028508,Str7
1.0465915867,1.8884953404,0.8419037536,Str7
0.8845541961,2.1710642928,1.2865100968,Str7
1.1697555064,1.9387285317,0.7689730253,Str7
0.9044501901,1.972837181,1.068386991,Str7
0.9224986663,1.9794435612,1.0569448949,Str7
0.9862967862,2.6309287588,1.6446319726,Str7
1.2494137991,2.4101524345,1.1607386354,Str7
1.0976048531,2.1021423149,1.0045374618,Str7
1.1341291468,1.8424930983,0.7083639515,Str7
0.8972012767,1.6777366046,0.7805353279,Str7
0.8178669607,1.6512529834,0.8333860227,Str7
0.797349223,2.0023226904,1.2049734673,Str7
0.8777702969,1.7717242011,0.8939539042,Str7
0.8233386512,1.8536574264,1.0303187751,Str7
0.9836933404,2.2489922422,1.2652989019,Str7
1.0511823385,2.1691888956,1.1180065571,Str7
1.3057445033,2.2359176869,0.9301731836,Str7
0.9841614973,1.8575726712,0.873411174,Str7
0.9923794966,2.1938879845,1.2015084879,Str7
1.0919148694,2.0418436056,0.9499287362,Str7
1.0888396716,2.0232657171,0.9344260455,Str7
1.0047893508,1.8640477629,0.8592584121,Str7
0.8461526794,1.9937068147,1.1475541353,Str7
0.9596785945,1.9396256191,0.9799470246,Str7
0.8993484082,2.0789656799,1.1796172717,Str7
1.0456255896,2.0480751402,1.0024495506,Str7
0.8636416104,1.8962791908,1.0326375804,Str7
1.0043025069,1.7934122314,0.7891097245,Str7
0.9084286394,2.1309143094,1.2224856699,Str7
0.8844743893,2.733785233,1.8493108437,Str7
0.838863746,2.1390896468,1.3002259008,Str7
1.1065898831,2.1694228497,1.0628329666,Str7
1.1120547697,2.1276461091,1.0155913394,Str7
1.1213378544,2.013431864,0.8920940096,Str7
0.7918301744,1.7614282609,0.9695980865,Str7
0.8389900156,2.108768614,1.2697785984,Str7
0.9930895814,2.3942884376,1.4011988562,Str7
1.2812895893,1.880240767,0.5989511777,Str7
0.8524105218,2.0465099365,1.1940994147,Str7
0.9310040498,1.7462226382,0.8152185884,Str7
0.8174789723,2.0056660557,1.1881870834,Str7
1.0018308464,1.6997428197,0.6979119733,Str7
0.9433834906,2.0114230115,1.0680395209,Str7
0.8849621048,2.2382495434,1.3532874386,Str7
0.7869196827,2.2814142989,1.4944946162,Str7
1.0093661874,2.0064025291,0.9970363417,Str7
1.0752446057,2.1481486281,1.0729040224,Str7
0.7770092604,2.0121912627,1.2351820023,Str7
0.9023030989,2.0471870174,1.1448839186,Str7
1.1744537674,2.1047838118,0.9303300444,Str7
1.1365777194,2.0973723371,0.9607946177,Str7
0.9731147203,1.9590691346,0.9859544143,Str7
0.9345176457,1.7896573743,0.8551397287,Str7
1.0842035366,2.1901032883,1.1058997518,Str7
0.9846747515,2.0685890742,1.0839143227,Str7
0.9800111694,2.0580331872,1.0780220178,Str7
1.0937118152,2.3962588764,1.3025470611,Str7
1.1866391261,2.2106311642,1.0239920381,Str7
0.9684247435,2.0259522375,1.057527494,Str7
0.9740206034,2.5329080807,1.5588874773,Str7
0.9343090753,2.1423334042,1.2080243288,Str7
1.0764962688,1.9449545168,0.868458248,Str7
0.9009064391,2.0631339427,1.1622275037,Str7
0.9992085665,2.1116509049,1.1124423383,Str7
0.6577503266,1.9053861891,1.2476358625,Str7
0.859248219,2.1148459796,1.2555977606,Str7
0.9782099688,2.1562851522,1.1780751834,Str7
0.9944782269,2.3647829962,1.3703047692,Str7
1.3521781073,2.1981402541,0.8459621468,Str7
0.8851455938,2.0644844224,1.1793388286,Str7
0.8784336275,1.819606937,0.9411733095,Str7
0.8590867008,1.7655808281,0.9064941273,Str7
0.8801382375,1.8245053601,0.9443671226,Str7
0.844463605,1.9668099036,1.1223462986,Str7
0.8707061005,2.1730789473,1.3023728468,Str7
0.8742070925,2.3631357702,1.4889286777,Str7
1.1425010261,2.1122208233,0.9697197972,Str7
1.0422272688,2.5065510591,1.4643237902,Str7
1.149353949,2.2932841879,1.1439302388,Str7
1.1670335922,2.2396365592,1.072602967,Str7
1.0568747106,1.9940723824,0.9371976718,Str7
1.0401768692,2.393421336,1.3532444668,Str7
1.1678503631,2.576809779,1.4089594159,Str7
0.7550599217,1.8460494893,1.0909895676,Str7
0.9265349225,1.8755148543,0.9489799318,Str7
0.9363687303,2.2122646182,1.2758958879,Str7
1.0967985155,2.3823223278,1.2855238123,Str7
1.1515894206,2.1641746963,1.0125852757,Str7
1.1335161719,2.0353657053,0.9018495334,Str7
1.0125226836,1.907548407,0.8950257234,Str7
0.8497504376,1.9383070619,1.0885566243,Str7
0.9220475565,2.8598763347,1.9378287782,Str7
0.8888666452,1.9497197089,1.0608530637,Str7
1.0387761029,2.0140296372,0.9752535343,Str7
0.8777990033,2.1754721891,1.2976731858,Str7
0.7459962012,2.161689534,1.4156933328,Str7
0.9739320419,2.0899750114,1.1160429695,Str7
0.97711238,2.4483866022,1.4712742222,Str7
1.3866315614,2.2858289063,0.8991973449,Str7
1.1792630301,2.2744951259,1.0952320959,Str7
1.3997093123,2.0075783236,0.6078690113,Str7
0.9871046744,2.1705892343,1.1834845598,Str7
1.0567333868,1.915426445,0.8586930582,Str7
0.8596284572,1.8351076716,0.9754792143,Str7
1.1886605137,2.1121363309,0.9234758171,Str7
0.9773683563,1.962818224,0.9854498677,Str7
1.0838143402,2.1072680054,1.0234536652,Str7
1.0294160907,1.8424581484,0.8130420576,Str7
0.9042903319,2.101995263,1.1977049311,Str7
1.1154778228,1.8204562473,0.7049784246,Str7
0.7777515789,1.839707383,1.0619558041,Str7
0.7927065879,1.8401979069,1.047491319,Str7
1.5193696002,2.5014722098,0.9821026095,Str7
1.3340065782,2.0905630503,0.7565564721,Str7
1.1496257836,2.6453074073,1.4956816237,Str7
0.8333505866,1.6797499765,0.8463993899,Str7
0.8723136341,1.9137375203,1.0414238862,Str7
0.9324767292,2.0516360555,1.1191593263,Str7
1.043550432,2.3295171776,1.2859667456,Str7
1.1132554959,2.2986085609,1.185353065,Str7
1.2206051959,2.1682394149,0.947634219,Str7
1.2077667022,2.1563750372,0.948608335,Str7
